analysisDate,tifPath,maskPath,tifFile,xVoxel,yVoxel,zVoxel,saveNumber,intensity_scaling_param,f3_param,minArea,
20200503,../data/200421/WT Female/Cell 16/Female WT cell 16_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 16/Female WT cell 16_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 16_3ADVMLEG1L1_ch2.tif,0.2071602023706585,0.2071602023706585,0.43000000000006366,1,[0.0 22.5 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 17/Female WT cell 17_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 17/Female WT cell 17_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 17_3ADVMLEG1L1_ch2.tif,0.13365174525121984,0.13365174525121984,0.43000000000006366,1,[0.0 27.0 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 18/Female WT cell 18_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 18/Female WT cell 18_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 18_3ADVMLEG1L1_ch2.tif,0.12867093348060152,0.12867093348060152,0.43000000000006366,1,[0.0 23.0 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 19/Female WT cell 19_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 19/Female WT cell 19_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 19_3ADVMLEG1L1_ch2.tif,0.1801393161443197,0.1801393161443197,0.43000000000006366,1,[0.0 23.0 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 2/Female WT cell 2_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 2/Female WT cell 2_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 2_3ADVMLEG1L1_ch2.tif,0.0898742703894387,0.0898742703894387,0.43000000000006366,1,[0.0 34.5 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 20/Female WT cell 20_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 20/Female WT cell 20_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 20_3ADVMLEG1L1_ch2.tif,0.1534519946917886,0.1534519946917886,0.4299999999998363,1,[0.0 23.5 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 3/Female WT cell 3_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 3/Female WT cell 3_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 3_3ADVMLEG1L1_ch2.tif,0.12185894851081663,0.12185894851081663,0.4299999999998363,1,[0.0 22.5 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 4/Female WT cell 4_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 4/Female WT cell 4_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 4_3ADVMLEG1L1_ch2.tif,0.15874346294419595,0.15874346294419595,0.4299999999998363,1,[0.0 21.0 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 5/Female WT cell 5_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 5/Female WT cell 5_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 5_3ADVMLEG1L1_ch2.tif,0.18832746379404508,0.18832746379404508,0.43000000000006366,1,[0.0 28.0 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 6/Female WT cell 6_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 6/Female WT cell 6_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 6_3ADVMLEG1L1_ch2.tif,0.25895029319646945,0.25895029319646945,0.43000000000006366,1,[0.0 17.5 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 7/Female WT cell 7_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 7/Female WT cell 7_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 7_3ADVMLEG1L1_ch2.tif,0.16572817562943976,0.16572817562943976,0.43000000000006366,1,[0.0 24.5 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 8/Female WT cell 8_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 8/Female WT cell 8_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 8_3ADVMLEG1L1_ch2.tif,0.1801393161443197,0.1801393161443197,0.43000000000006366,1,[0.0 27.0 ],[0.5 0.005 ],20,
20200503,../data/200421/WT Female/Cell 9/Female WT cell 9_3ADVMLEG1L1_ch2.tif,../data/200421/WT Female/Cell 9/Female WT cell 9_3ADVMLEG1L1_ch2_dvMask.tif,Female WT cell 9_3ADVMLEG1L1_ch2.tif,0.24371792672084353,0.24371792672084353,0.43000000000006366,1,[0.0 26.5 ],[0.5 0.005 ],20,

