path,file,cond,xVoxel,yVoxel,zVoxel,xGaussian,yGaussian,zGaussian,minThreshold,maxThresholdeshold,pixelCount_1,pixelCount_2,pixelCount_3
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 19/Male KO cell 19_3ADVMLEG1L1_ch2.tif,Male KO cell 19_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.230178,0.230178,0.430000,2,2,2,2,255,2007758,None,None
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 2/Male KO cell 2_3ADVMLEG1L1_ch2.tif,Male KO cell 2_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.177060,0.177060,0.430000,2,2,2,2,255,165560,261,22
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 20/Male KO cell 20_3ADVMLEG1L1_ch2.tif,Male KO cell 20_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.180139,0.180139,0.430000,2,2,2,2,255,143017,966,483
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 21/Male KO cell 21_3ADVMLEG1L1_ch2.tif,Male KO cell 21_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.188327,0.188327,0.430000,2,2,2,2,255,301849,682,111
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 22/Male KO cell 22_3ADVMLEG1L1_ch2.tif,Male KO cell 22_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.159354,0.159354,0.430000,2,2,2,2,255,2162275,None,None
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 23/Male KO cell 23_3ADVMLEG1L1_ch2.tif,Male KO cell 23_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.165728,0.165728,0.430000,2,2,2,2,255,298137,273,61
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 24/Male KO cell 24_3ADVMLEG1L1_ch2.tif,Male KO cell 24_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.153452,0.153452,0.430000,2,2,2,2,255,83264,5680,164
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 25/Male KO cell 25_3ADVMLEG1L1_ch2.tif,Male KO cell 25_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.188327,0.188327,0.430000,2,2,2,2,255,183685,28,20
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 26/Male KO cell 26_3ADVMLEG1L1_ch2.tif,Male KO cell 26_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.142869,0.142869,0.430000,2,2,2,2,255,2582696,None,None
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 27/Male KO cell 27_3ADVMLEG1L1_ch2.tif,Male KO cell 27_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.111978,0.111978,0.430000,2,2,2,2,255,186515,383,133
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 28/Male KO cell 28_3ADVMLEG1L1_ch2.tif,Male KO cell 28_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.172634,0.172634,0.430000,2,2,2,2,255,1986510,284,276
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 29/Male KO cell 29_3ADVMLEG1L1_ch2.tif,Male KO cell 29_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.121859,0.121859,0.430000,2,2,2,2,255,5693723,None,None
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 3/Male KO cell 3_3ADVMLEG1L1_ch2.tif,Male KO cell 3_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.121859,0.121859,0.430000,2,2,2,2,255,327884,34,8
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 30/Male KO cell 30_3ADVMLEG1L1_ch2.tif,Male KO cell 30_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.197295,0.197295,0.430000,2,2,2,2,255,2870115,None,None
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 4/Male KO cell 4_3ADVMLEG1L1_ch2.tif,Male KO cell 4_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.243718,0.243718,0.430000,2,2,2,2,255,196133,526,24
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 5/Male KO cell 5_3ADVMLEG1L1_ch2.tif,Male KO cell 5_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.129072,0.129072,0.430000,2,2,2,2,255,391940,140,75
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 6/Male KO cell 6_3ADVMLEG1L1_ch2.tif,Male KO cell 6_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.195434,0.195434,0.430000,2,2,2,2,255,179300,326,116
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 7/Male KO cell 7_3ADVMLEG1L1_ch2.tif,Male KO cell 7_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.171917,0.171917,0.430000,2,2,2,2,255,313755,181,179
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 8/Male KO cell 8_3ADVMLEG1L1_ch2.tif,Male KO cell 8_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.137648,0.137648,0.430000,2,2,2,2,255,524081,149,59
/Users/cudmore/box/data/sami/data/200414/Bin1smKO Male/Cell 9/Male KO cell 9_3ADVMLEG1L1_ch2.tif,Male KO cell 9_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.125552,0.125552,0.430000,2,2,2,2,255,4020923,None,None
/Users/cudmore/box/data/sami/data/200421/BIN1smKO Male/Cell 1/KO Male 1_3ADVMLEG1L1_ch2.tif,KO Male 1_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.089874,0.089874,0.430000,2,2,2,2,255,237848,15842,7034
/Users/cudmore/box/data/sami/data/200421/BIN1smKO Male/Cell 10/KO Male 10_3ADVMLEG1L1_ch2.tif,KO Male 10_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.089874,0.089874,0.430000,2,2,2,2,255,496381,4673,663
/Users/cudmore/box/data/sami/data/200421/BIN1smKO Male/Cell 2/KO Male 2_3ADVMLEG1L1_ch2.tif,KO Male 2_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.188327,0.188327,0.430000,2,2,2,2,255,66065,3232,2393
/Users/cudmore/box/data/sami/data/200421/BIN1smKO Male/Cell 3/KO Male 3_3ADVMLEG1L1_ch2.tif,KO Male 3_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.159354,0.159354,0.430000,2,2,2,2,255,169833,2174,1741
/Users/cudmore/box/data/sami/data/200421/BIN1smKO Male/Cell 4/KO Male 4_3ADVMLEG1L1_ch2.tif,KO Male 4_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.172634,0.172634,0.430000,2,2,2,2,255,310428,54461,3064
/Users/cudmore/box/data/sami/data/200421/BIN1smKO Male/Cell 5/KO Male 5_3ADVMLEG1L1_ch2.tif,KO Male 5_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.180139,0.180139,0.430000,2,2,2,2,255,115451,1413,897
/Users/cudmore/box/data/sami/data/200421/BIN1smKO Male/Cell 6/KO Male 6_3ADVMLEG1L1_ch2.tif,KO Male 6_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.218063,0.218063,0.430000,2,2,2,2,255,46988,3425,2717
/Users/cudmore/box/data/sami/data/200421/BIN1smKO Male/Cell 7/KO Male 7_3ADVMLEG1L1_ch2.tif,KO Male 7_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.165728,0.165728,0.430000,2,2,2,2,255,152330,2649,1135
/Users/cudmore/box/data/sami/data/200421/BIN1smKO Male/Cell 8/KO Male 8_3ADVMLEG1L1_ch2.tif,KO Male 8_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.207160,0.207160,0.430000,2,2,2,2,255,51003,374,359
/Users/cudmore/box/data/sami/data/200421/BIN1smKO Male/Cell 9/KO Male 9_3ADVMLEG1L1_ch2.tif,KO Male 9_3ADVMLEG1L1_ch2.tif,ko-male.txt,0.089874,0.089874,0.430000,2,2,2,2,255,245037,40976,8435
