analysisDate,tifPath,maskPath,tifFile,xVoxel,yVoxel,zVoxel,saveNumber,intensity_scaling_param,f3_param,minArea,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 13/Male WT cell 13_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 13/Male WT cell 13_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 13_3ADVMLEG1L1_ch2.tif,0.1801393161443197,0.1801393161443197,0.43000000000006366,1,[0.0 35.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 14/Male WT cell 14_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 14/Male WT cell 14_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 14_3ADVMLEG1L1_ch2.tif,0.13365174525121984,0.13365174525121984,0.4299999999998363,1,[0.0 34.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 15/Male WT cell 15_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 15/Male WT cell 15_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 15_3ADVMLEG1L1_ch2.tif,0.14797156874278175,0.14797156874278175,0.4299999999998363,1,[0.0 42.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 17/Male WT cell 17_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 17/Male WT cell 17_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 17_3ADVMLEG1L1_ch2.tif,0.2071602023706585,0.2071602023706585,0.43000000000006366,1,[0.0 37.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 18/Male WT cell 18_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 18/Male WT cell 18_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 18_3ADVMLEG1L1_ch2.tif,0.18832746379404508,0.18832746379404508,0.43000000000006366,1,[0.0 45.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 19/Male WTcell 19_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 19/Male WTcell 19_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 19_3ADVMLEG1L1_ch2.tif,0.09635358528318463,0.09635358528318463,0.43000000000006366,1,[0.0 33.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 2/Male WT cell 2_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 2/Male WT cell 2_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 2_3ADVMLEG1L1_ch2.tif,0.17263351389647996,0.17263351389647996,0.43000000000006366,1,[0.5 32.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 20/Male WTcell 20_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 20/Male WTcell 20_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 20_3ADVMLEG1L1_ch2.tif,0.1534519946917886,0.1534519946917886,0.43000000000006366,1,[0.0 38.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 21/Male WTcell 21_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 21/Male WTcell 21_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 21_3ADVMLEG1L1_ch2.tif,0.19729543472174735,0.19729543472174735,0.43000000000006366,1,[0.0 39.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 22/Male WTcell 22_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 22/Male WTcell 22_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 22_3ADVMLEG1L1_ch2.tif,0.18832746379404508,0.18832746379404508,0.43000000000006366,1,[0.0 38.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 23/Male WTcell 23_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 23/Male WTcell 23_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 23_3ADVMLEG1L1_ch2.tif,0.18832746379404508,0.18832746379404508,0.43000000000006366,1,[0.0 39.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 24/Male WTcell 24_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 24/Male WTcell 24_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 24_3ADVMLEG1L1_ch2.tif,0.14286910304205466,0.14286910304205466,0.43000000000006366,1,[0.0 36.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 25/Male WTcell 25_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 25/Male WTcell 25_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 25_3ADVMLEG1L1_ch2.tif,0.16572817562943976,0.16572817562943976,0.43000000000006366,1,[0.0 38.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 26/Male WTcell 26_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 26/Male WTcell 26_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 26_3ADVMLEG1L1_ch2.tif,0.12555164252936338,0.12555164252936338,0.43000000000006366,1,[0.0 34.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 27/Male WTcell 27_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 27/Male WTcell 27_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 27_3ADVMLEG1L1_ch2.tif,0.17263351389647996,0.17263351389647996,0.43000000000006366,1,[0.0 37.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 28/Male WTcell 28_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 28/Male WTcell 28_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 28_3ADVMLEG1L1_ch2.tif,0.14286910304205466,0.14286910304205466,0.43000000000006366,1,[0.0 36.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 29/Male WTcell 29_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 29/Male WTcell 29_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 29_3ADVMLEG1L1_ch2.tif,0.10903168308065968,0.10903168308065968,0.43000000000006366,1,[0.0 34.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 3/Male WT cell 3_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 3/Male WT cell 3_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 3_3ADVMLEG1L1_ch2.tif,0.14189054393172454,0.14189054393172454,0.43000000000006366,1,[0.0 37.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 30/Male WTcell 30_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 30/Male WTcell 30_3ADVMLEG1L1_ch2_dvMask.tif,Male WTcell 30_3ADVMLEG1L1_ch2.tif,0.24371792672084353,0.24371792672084353,0.43000000000006366,1,[0.0 38.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 4/Male WT cell 4_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 4/Male WT cell 4_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 4_3ADVMLEG1L1_ch2.tif,0.19270718913439785,0.19270718913439785,0.43000000000006366,1,[0.0 36.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 5/Male WT cell 5_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 5/Male WT cell 5_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 5_3ADVMLEG1L1_ch2.tif,0.0898742703894387,0.0898742703894387,0.43000000000006366,1,[0.0 33.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 6/Male WT cell 6_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 6/Male WT cell 6_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 6_3ADVMLEG1L1_ch2.tif,0.14286910304205466,0.14286910304205466,0.43000000000006366,1,[0.0 36.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 7/Male WT cell 7_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 7/Male WT cell 7_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 7_3ADVMLEG1L1_ch2.tif,0.18832746379404508,0.18832746379404508,0.4299999999998363,1,[0.0 39.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 9/Male WT cell 9_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200414/WT Male/Cell 9/Male WT cell 9_3ADVMLEG1L1_ch2_dvMask.tif,Male WT cell 9_3ADVMLEG1L1_ch2.tif,0.1534519946917886,0.1534519946917886,0.4299999999998363,1,[0.0 43.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 1/WT Male 1_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 1/WT Male 1_3ADVMLEG1L1_ch2_dvMask.tif,WT Male 1_3ADVMLEG1L1_ch2.tif,0.1801393161443197,0.1801393161443197,0.43000000000006366,1,[0.0 41.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 10/WT Male 10_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 10/WT Male 10_3ADVMLEG1L1_ch2_dvMask.tif,WT Male 10_3ADVMLEG1L1_ch2.tif,0.1801393161443197,0.1801393161443197,0.43000000000006366,1,[0.0 39.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 2/WT Male 2_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 2/WT Male 2_3ADVMLEG1L1_ch2_dvMask.tif,WT Male 2_3ADVMLEG1L1_ch2.tif,0.16572817562943976,0.16572817562943976,0.43000000000006366,1,[0.5 40.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 3/WT Male 3_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 3/WT Male 3_3ADVMLEG1L1_ch2_dvMask.tif,WT Male 3_3ADVMLEG1L1_ch2.tif,0.2762136413078605,0.2762136413078605,0.43000000000006366,1,[0.0 39.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 4/WT Male 4_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 4/WT Male 4_3ADVMLEG1L1_ch2_dvMask.tif,WT Male 4_3ADVMLEG1L1_ch2.tif,0.2071602023706585,0.2071602023706585,0.4299999999998363,1,[0.0 38.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 5/WT Male 5_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 5/WT Male 5_3ADVMLEG1L1_ch2_dvMask.tif,WT Male 5_3ADVMLEG1L1_ch2.tif,0.25895029319646945,0.25895029319646945,0.43000000000006366,1,[0.0 40.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 6/WT Male 6_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 6/WT Male 6_3ADVMLEG1L1_ch2_dvMask.tif,WT Male 6_3ADVMLEG1L1_ch2.tif,0.0898742703894387,0.0898742703894387,0.43000000000006366,1,[0.0 34.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 7/WT Male 7_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 7/WT Male 7_3ADVMLEG1L1_ch2_dvMask.tif,WT Male 7_3ADVMLEG1L1_ch2.tif,0.2071602023706585,0.2071602023706585,0.43000000000006366,1,[0.0 34.0 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 8/WT Male 8_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 8/WT Male 8_3ADVMLEG1L1_ch2_dvMask.tif,WT Male 8_3ADVMLEG1L1_ch2.tif,0.1801393161443197,0.1801393161443197,0.43000000000006366,1,[0.0 35.5 ],[0.5 0.005 ],20,
20200421,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 9/WT Male 9_3ADVMLEG1L1_ch2.tif,/Users/cudmore/box/data/sami/data/200421/WT Male/Cell 9/WT Male 9_3ADVMLEG1L1_ch2_dvMask.tif,WT Male 9_3ADVMLEG1L1_ch2.tif,0.1534519946917886,0.1534519946917886,0.43000000000006366,1,[0.0 37.0 ],[0.5 0.005 ],20,

